Global_active_power,Date,Time
0.398,2007-02-02,10:40:00
1.432,2007-02-02,10:50:00
1.364,2007-02-02,11:00:00
1.35,2007-02-02,11:10:00
1.348,2007-02-02,11:20:00
1.514,2007-02-02,11:30:00
1.356,2007-02-02,11:40:00
1.274,2007-02-02,11:50:00
0.232,2007-02-02,12:00:00
0.33,2007-02-02,12:10:00
0.392,2007-02-02,12:20:00
0.83,2007-02-02,12:30:00
0.83,2007-02-02,12:40:00
0.932,2007-02-02,12:50:00
2.066,2007-02-02,13:00:00
1.644,2007-02-02,13:10:00
1.272,2007-02-02,13:20:00
1.386,2007-02-02,13:30:00
1.442,2007-02-02,13:40:00
1.378,2007-02-02,13:50:00
1.418,2007-02-02,14:00:00
1.412,2007-02-02,14:10:00
1.394,2007-02-02,14:20:00
0.234,2007-02-02,14:30:00
0.308,2007-02-02,14:40:00
0.342,2007-02-02,14:50:00
0.33,2007-02-02,15:00:00
0.234,2007-02-02,15:10:00
0.312,2007-02-02,15:20:00
0.378,2007-02-02,15:30:00
0.362,2007-02-02,15:40:00
0.272,2007-02-02,15:50:00
0.266,2007-02-02,16:00:00
0.546,2007-02-02,16:10:00
0.44,2007-02-02,16:20:00
0.34,2007-02-02,16:30:00
0.32,2007-02-02,16:40:00
0.412,2007-02-02,16:50:00
0.362,2007-02-02,17:00:00
0.262,2007-02-02,17:10:00
0.264,2007-02-02,17:20:00
0.622,2007-02-02,17:30:00
0.648,2007-02-02,17:40:00
0.552,2007-02-02,17:50:00
0.698,2007-02-02,18:00:00
2.376,2007-02-02,18:10:00
2.6,2007-02-02,18:20:00
1.912,2007-02-02,18:30:00
2.306,2007-02-02,18:40:00
2.902,2007-02-02,18:50:00
2.646,2007-02-02,19:00:00
2.486,2007-02-02,19:10:00
1.728,2007-02-02,19:20:00
1.694,2007-02-02,19:30:00
2.276,2007-02-02,19:40:00
2.52,2007-02-02,19:50:00
2.056,2007-02-02,20:00:00
1.052,2007-02-02,20:10:00
1.026,2007-02-02,20:20:00
1.4,2007-02-02,20:30:00
0.978,2007-02-02,20:40:00
0.49,2007-02-02,20:50:00
0.492,2007-02-02,21:00:00
0.582,2007-02-02,21:10:00
0.64,2007-02-02,21:20:00
0.572,2007-02-02,21:30:00
0.554,2007-02-02,21:40:00
0.574,2007-02-02,21:50:00
0.518,2007-02-02,22:00:00
0.552,2007-02-02,22:10:00
0.482,2007-02-02,22:20:00
2.716,2007-02-02,22:30:00
3.91,2007-02-02,22:40:00
4.338,2007-02-02,22:50:00
4.072,2007-02-02,23:00:00
3.746,2007-02-02,23:10:00
3.492,2007-02-02,23:20:00
3.492,2007-02-02,23:30:00
3.496,2007-02-02,23:40:00
3.624,2007-02-02,23:50:00
3.614,2007-02-03,00:00:00
3.55,2007-02-03,00:10:00
3.718,2007-02-03,00:20:00
3.774,2007-02-03,00:30:00
3.738,2007-02-03,00:40:00
3.696,2007-02-03,00:50:00
3.616,2007-02-03,01:00:00
3.648,2007-02-03,01:10:00
3.652,2007-02-03,01:20:00
3.556,2007-02-03,01:30:00
3.322,2007-02-03,01:40:00
3.354,2007-02-03,01:50:00
3.342,2007-02-03,02:00:00
3.932,2007-02-03,02:10:00
3.45,2007-02-03,02:20:00
3.644,2007-02-03,02:30:00
3.528,2007-02-03,02:40:00
3.38,2007-02-03,02:50:00
2.298,2007-02-03,03:00:00
2.518,2007-02-03,03:10:00
2.398,2007-02-03,03:20:00
2.308,2007-02-03,03:30:00
2.31,2007-02-03,03:40:00
2.392,2007-02-03,03:50:00
2.484,2007-02-03,04:00:00
2.288,2007-02-03,04:10:00
2.272,2007-02-03,04:20:00
2.306,2007-02-03,04:30:00
2.436,2007-02-03,04:40:00
2.302,2007-02-03,04:50:00
2.556,2007-02-03,05:00:00
2.64,2007-02-03,05:10:00
2.714,2007-02-03,05:20:00
2.73,2007-02-03,05:30:00
2.588,2007-02-03,05:40:00
1.844,2007-02-03,05:50:00
2.33,2007-02-03,06:00:00
2.568,2007-02-03,06:10:00
2.366,2007-02-03,06:20:00
2.288,2007-02-03,06:30:00
0.336,2007-02-03,06:40:00
1.896,2007-02-03,06:50:00
2.406,2007-02-03,07:00:00
2.58,2007-02-03,07:10:00
2.664,2007-02-03,07:20:00
2.636,2007-02-03,07:30:00
2.316,2007-02-03,07:40:00
2.388,2007-02-03,07:50:00
1.458,2007-02-03,08:00:00
0.318,2007-02-03,08:10:00
0.238,2007-02-03,08:20:00
0.652,2007-02-03,08:30:00
3.808,2007-02-03,08:40:00
0.92,2007-02-03,08:50:00
1.612,2007-02-03,09:00:00
2.396,2007-02-03,09:10:00
2.532,2007-02-03,09:20:00
0.488,2007-02-03,09:30:00
1.46,2007-02-03,09:40:00
1.312,2007-02-03,09:50:00
1.538,2007-02-03,10:00:00
1.596,2007-02-03,10:10:00
1.734,2007-02-03,10:20:00
1.44,2007-02-03,10:30:00
1.416,2007-02-03,10:40:00
1.622,2007-02-03,10:50:00
1.382,2007-02-03,11:00:00
1.478,2007-02-03,11:10:00
1.42,2007-02-03,11:20:00
1.316,2007-02-03,11:30:00
1.516,2007-02-03,11:40:00
1.884,2007-02-03,11:50:00
1.324,2007-02-03,12:00:00
1.328,2007-02-03,12:10:00
1.722,2007-02-03,12:20:00
1.696,2007-02-03,12:30:00
1.73,2007-02-03,12:40:00
1.604,2007-02-03,12:50:00
1.67,2007-02-03,13:00:00
1.596,2007-02-03,13:10:00
1.674,2007-02-03,13:20:00
3.394,2007-02-03,13:30:00
1.796,2007-02-03,13:40:00
0.428,2007-02-03,13:50:00
2.124,2007-02-03,14:00:00
4.53,2007-02-03,14:10:00
3.33,2007-02-03,14:20:00
6.316,2007-02-03,14:30:00
2.838,2007-02-03,14:40:00
2.03,2007-02-03,14:50:00
1.96,2007-02-03,15:00:00
1.964,2007-02-03,15:10:00
1.726,2007-02-03,15:20:00
1.82,2007-02-03,15:30:00
1.82,2007-02-03,15:40:00
3.86,2007-02-03,15:50:00
2.022,2007-02-03,16:00:00
4.204,2007-02-03,16:10:00
2.058,2007-02-03,16:20:00
1.962,2007-02-03,16:30:00
2.18,2007-02-03,16:40:00
2.358,2007-02-03,16:50:00
2.178,2007-02-03,17:00:00
2.22,2007-02-03,17:10:00
2.232,2007-02-03,17:20:00
2.586,2007-02-03,17:30:00
2.518,2007-02-03,17:40:00
2.61,2007-02-03,17:50:00
2.75,2007-02-03,18:00:00
3.526,2007-02-03,18:10:00
4.156,2007-02-03,18:20:00
4.08,2007-02-03,18:30:00
6.816,2007-02-03,18:40:00
7.85,2007-02-03,18:50:00
7.272,2007-02-03,19:00:00
7.424,2007-02-03,19:10:00
5.968,2007-02-03,19:20:00
7.174,2007-02-03,19:30:00
6.276,2007-02-03,19:40:00
3.674,2007-02-03,19:50:00
5.1,2007-02-03,20:00:00
3.308,2007-02-03,20:10:00
3.814,2007-02-03,20:20:00
3.888,2007-02-03,20:30:00
2.948,2007-02-03,20:40:00
3.032,2007-02-03,20:50:00
2.838,2007-02-03,21:00:00
3.646,2007-02-03,21:10:00
2.944,2007-02-03,21:20:00
3.172,2007-02-03,21:30:00
5.238,2007-02-03,21:40:00
5.344,2007-02-03,21:50:00
5.266,2007-02-03,22:00:00
5.066,2007-02-03,22:10:00
4.3,2007-02-03,22:20:00
2.704,2007-02-03,22:30:00
2.492,2007-02-03,22:40:00
2.04,2007-02-03,22:50:00
2.406,2007-02-03,23:00:00
5.482,2007-02-03,23:10:00
2.406,2007-02-03,23:20:00
2.392,2007-02-03,23:30:00
2.364,2007-02-03,23:40:00
2.694,2007-02-03,23:50:00
3.57,2007-02-04,00:00:00
5.086,2007-02-04,00:10:00
5.332,2007-02-04,00:20:00
7.612,2007-02-04,00:30:00
5.016,2007-02-04,00:40:00
4.746,2007-02-04,00:50:00
3.222,2007-02-04,01:00:00
2.644,2007-02-04,01:10:00
4.878,2007-02-04,01:20:00
3.49,2007-02-04,01:30:00
5.5,2007-02-04,01:40:00
1.902,2007-02-04,01:50:00
3.276,2007-02-04,02:00:00
3.344,2007-02-04,02:10:00
3.44,2007-02-04,02:20:00
1.134,2007-02-04,02:30:00
2.32,2007-02-04,02:40:00
2.494,2007-02-04,02:50:00
2.5,2007-02-04,03:00:00
1.842,2007-02-04,03:10:00
0.282,2007-02-04,03:20:00
2.41,2007-02-04,03:30:00
2.292,2007-02-04,03:40:00
2.302,2007-02-04,03:50:00
1.506,2007-02-04,04:00:00
0.72,2007-02-04,04:10:00
2.304,2007-02-04,04:20:00
2.312,2007-02-04,04:30:00
2.458,2007-02-04,04:40:00
2.31,2007-02-04,04:50:00
0.988,2007-02-04,05:00:00
2.384,2007-02-04,05:10:00
2.548,2007-02-04,05:20:00
0.416,2007-02-04,05:30:00
2.382,2007-02-04,05:40:00
2.444,2007-02-04,05:50:00
1.722,2007-02-04,06:00:00
3.636,2007-02-04,06:10:00
3.516,2007-02-04,06:20:00
1.254,2007-02-04,06:30:00
2.338,2007-02-04,06:40:00
0.478,2007-02-04,06:50:00
2.17,2007-02-04,07:00:00
2.372,2007-02-04,07:10:00
2.28,2007-02-04,07:20:00
2.342,2007-02-04,07:30:00
2.372,2007-02-04,07:40:00
2.31,2007-02-04,07:50:00
2.39,2007-02-04,08:00:00
2.542,2007-02-04,08:10:00
1.868,2007-02-04,08:20:00
2.686,2007-02-04,08:30:00
2.684,2007-02-04,08:40:00
1.328,2007-02-04,08:50:00
1.042,2007-02-04,09:00:00
2.782,2007-02-04,09:10:00
0.656,2007-02-04,09:20:00
2.816,2007-02-04,09:30:00
3.898,2007-02-04,09:40:00
4.564,2007-02-04,09:50:00
2.286,2007-02-04,10:00:00
5.718,2007-02-04,10:10:00
1.428,2007-02-04,10:20:00
1.576,2007-02-04,10:30:00
1.52,2007-02-04,10:40:00
1.464,2007-02-04,10:50:00
1.308,2007-02-04,11:00:00
1.294,2007-02-04,11:10:00
0.418,2007-02-04,11:20:00
1.416,2007-02-04,11:30:00
1.39,2007-02-04,11:40:00
1.386,2007-02-04,11:50:00
1.454,2007-02-04,12:00:00
1.29,2007-02-04,12:10:00
1.312,2007-02-04,12:20:00
1.386,2007-02-04,12:30:00
4.09,2007-02-04,12:40:00
1.636,2007-02-04,12:50:00
3.922,2007-02-04,13:00:00
2.272,2007-02-04,13:10:00
1.806,2007-02-04,13:20:00
1.562,2007-02-04,13:30:00
1.396,2007-02-04,13:40:00
1.424,2007-02-04,13:50:00
1.968,2007-02-04,14:00:00
2.382,2007-02-04,14:10:00
1.36,2007-02-04,14:20:00
1.458,2007-02-04,14:30:00
1.532,2007-02-04,14:40:00
1.404,2007-02-04,14:50:00
1.354,2007-02-04,15:00:00
1.458,2007-02-04,15:10:00
1.428,2007-02-04,15:20:00
3.738,2007-02-04,15:30:00
1.848,2007-02-04,15:40:00
4.11,2007-02-04,15:50:00
1.644,2007-02-04,16:00:00
2.628,2007-02-04,16:10:00
1.672,2007-02-04,16:20:00
6.538,2007-02-04,16:30:00
4.014,2007-02-04,16:40:00
4.022,2007-02-04,16:50:00
3.448,2007-02-04,17:00:00
2.858,2007-02-04,17:10:00
2.074,2007-02-04,17:20:00
1.848,2007-02-04,17:30:00
1.886,2007-02-04,17:40:00
2.528,2007-02-04,17:50:00
2.198,2007-02-04,18:00:00
2.354,2007-02-04,18:10:00
2.156,2007-02-04,18:20:00
2.14,2007-02-04,18:30:00
2.112,2007-02-04,18:40:00
2.712,2007-02-04,18:50:00
5.3,2007-02-04,19:00:00
3.436,2007-02-04,19:10:00
3.538,2007-02-04,19:20:00
3.482,2007-02-04,19:30:00
3.118,2007-02-04,19:40:00
1.898,2007-02-04,19:50:00
1.99,2007-02-04,20:00:00
2.92,2007-02-04,20:10:00
3.166,2007-02-04,20:20:00
3.154,2007-02-04,20:30:00
4.016,2007-02-04,20:40:00
3.756,2007-02-04,20:50:00
3.324,2007-02-04,21:00:00
3.228,2007-02-04,21:10:00
2.326,2007-02-04,21:20:00
1.928,2007-02-04,21:30:00
2.014,2007-02-04,21:40:00
1.704,2007-02-04,21:50:00
1.614,2007-02-04,22:00:00
1.524,2007-02-04,22:10:00
1.46,2007-02-04,22:20:00
1.762,2007-02-04,22:30:00
1.58,2007-02-04,22:40:00
1.602,2007-02-04,22:50:00
2.336,2007-02-04,23:00:00
2.944,2007-02-04,23:10:00
3.22,2007-02-04,23:20:00
2.208,2007-02-04,23:30:00
0.92,2007-02-04,23:40:00
0.438,2007-02-04,23:50:00
0.374,2007-02-05,00:00:00
0.282,2007-02-05,00:10:00
0.382,2007-02-05,00:20:00
0.456,2007-02-05,00:30:00
0.456,2007-02-05,00:40:00
0.57,2007-02-05,00:50:00
0.432,2007-02-05,01:00:00
0.314,2007-02-05,01:10:00
0.282,2007-02-05,01:20:00
0.356,2007-02-05,01:30:00
0.4,2007-02-05,01:40:00
0.3,2007-02-05,01:50:00
0.296,2007-02-05,02:00:00
0.36,2007-02-05,02:10:00
0.384,2007-02-05,02:20:00
0.286,2007-02-05,02:30:00
0.306,2007-02-05,02:40:00
0.33,2007-02-05,02:50:00
0.556,2007-02-05,03:00:00
0.362,2007-02-05,03:10:00
0.36,2007-02-05,03:20:00
0.286,2007-02-05,03:30:00
0.48,2007-02-05,03:40:00
0.306,2007-02-05,03:50:00
0.306,2007-02-05,04:00:00
0.354,2007-02-05,04:10:00
0.382,2007-02-05,04:20:00
0.356,2007-02-05,04:30:00
0.304,2007-02-05,04:40:00
0.412,2007-02-05,04:50:00
0.398,2007-02-05,05:00:00
1.454,2007-02-05,05:10:00
1.35,2007-02-05,05:20:00
1.536,2007-02-05,05:30:00
1.536,2007-02-05,05:40:00
0.378,2007-02-05,05:50:00
0.388,2007-02-05,06:00:00
0.394,2007-02-05,06:10:00
0.368,2007-02-05,06:20:00
0.29,2007-02-05,06:30:00
0.31,2007-02-05,06:40:00
0.486,2007-02-05,06:50:00
1.898,2007-02-05,07:00:00
1.014,2007-02-05,07:10:00
1.052,2007-02-05,07:20:00
1.236,2007-02-05,07:30:00
2.27,2007-02-05,07:40:00
2.328,2007-02-05,07:50:00
2.962,2007-02-05,08:00:00
2.948,2007-02-05,08:10:00
4.21,2007-02-05,08:20:00
1.99,2007-02-05,08:30:00
4.234,2007-02-05,08:40:00
1.654,2007-02-05,08:50:00
1.562,2007-02-05,09:00:00
1.36,2007-02-05,09:10:00
1.29,2007-02-05,09:20:00
1.394,2007-02-05,09:30:00
1.302,2007-02-05,09:40:00
1.37,2007-02-05,09:50:00
1.332,2007-02-05,10:00:00
1.394,2007-02-05,10:10:00
1.28,2007-02-05,10:20:00
1.36,2007-02-05,10:30:00
1.542,2007-02-05,10:40:00
1.442,2007-02-05,10:50:00
0.316,2007-02-05,11:00:00
0.256,2007-02-05,11:10:00
0.43,2007-02-05,11:20:00
0.35,2007-02-05,11:30:00
0.256,2007-02-05,11:40:00
0.252,2007-02-05,11:50:00
0.402,2007-02-05,12:00:00
0.42,2007-02-05,12:10:00
0.252,2007-02-05,12:20:00
0.254,2007-02-05,12:30:00
3.362,2007-02-05,12:40:00
1.102,2007-02-05,12:50:00
0.776,2007-02-05,13:00:00
0.776,2007-02-05,13:10:00
0.888,2007-02-05,13:20:00
0.778,2007-02-05,13:30:00
0.49,2007-02-05,13:40:00
0.292,2007-02-05,13:50:00
0.392,2007-02-05,14:00:00
0.67,2007-02-05,14:10:00
0.314,2007-02-05,14:20:00
1.422,2007-02-05,14:30:00
1.474,2007-02-05,14:40:00
1.398,2007-02-05,14:50:00
1.326,2007-02-05,15:00:00
1.406,2007-02-05,15:10:00
1.468,2007-02-05,15:20:00
1.666,2007-02-05,15:30:00
1.608,2007-02-05,15:40:00
1.706,2007-02-05,15:50:00
1.844,2007-02-05,16:00:00
1.676,2007-02-05,16:10:00
0.534,2007-02-05,16:20:00
0.536,2007-02-05,16:30:00
0.722,2007-02-05,16:40:00
0.634,2007-02-05,16:50:00
0.538,2007-02-05,17:00:00
0.532,2007-02-05,17:10:00
0.634,2007-02-05,17:20:00
0.898,2007-02-05,17:30:00
0.822,2007-02-05,17:40:00
0.884,2007-02-05,17:50:00
1.498,2007-02-05,18:00:00
0.61,2007-02-05,18:10:00
0.694,2007-02-05,18:20:00
0.616,2007-02-05,18:30:00
1.514,2007-02-05,18:40:00
0.986,2007-02-05,18:50:00
1.274,2007-02-05,19:00:00
1.132,2007-02-05,19:10:00
2.914,2007-02-05,19:20:00
5.144,2007-02-05,19:30:00
0.96,2007-02-05,19:40:00
1.074,2007-02-05,19:50:00
0.744,2007-02-05,20:00:00
0.76,2007-02-05,20:10:00
2.658,2007-02-05,20:20:00
4.87,2007-02-05,20:30:00
4.582,2007-02-05,20:40:00
4.61,2007-02-05,20:50:00
3.456,2007-02-05,21:00:00
3.67,2007-02-05,21:10:00
2.498,2007-02-05,21:20:00
1.994,2007-02-05,21:30:00
1.974,2007-02-05,21:40:00
0.966,2007-02-05,21:50:00
1.142,2007-02-05,22:00:00
0.8,2007-02-05,22:10:00
0.906,2007-02-05,22:20:00
2.074,2007-02-05,22:30:00
0.552,2007-02-05,22:40:00
0.616,2007-02-05,22:50:00
0.228,2007-02-05,23:00:00
0.336,2007-02-05,23:10:00
0.496,2007-02-05,23:20:00
0.248,2007-02-05,23:30:00
0.406,2007-02-05,23:40:00
0.542,2007-02-05,23:50:00
0.662,2007-02-06,00:00:00
0.296,2007-02-06,00:10:00
0.222,2007-02-06,00:20:00
0.418,2007-02-06,00:30:00
0.338,2007-02-06,00:40:00
0.246,2007-02-06,00:50:00
1.292,2007-02-06,01:00:00
1.476,2007-02-06,01:10:00
1.404,2007-02-06,01:20:00
0.246,2007-02-06,01:30:00
0.24,2007-02-06,01:40:00
0.344,2007-02-06,01:50:00
0.342,2007-02-06,02:00:00
0.224,2007-02-06,02:10:00
0.226,2007-02-06,02:20:00
0.432,2007-02-06,02:30:00
0.322,2007-02-06,02:40:00
0.392,2007-02-06,02:50:00
0.23,2007-02-06,03:00:00
0.33,2007-02-06,03:10:00
0.228,2007-02-06,03:20:00
0.246,2007-02-06,03:30:00
0.322,2007-02-06,03:40:00
0.35,2007-02-06,03:50:00
0.228,2007-02-06,04:00:00
0.228,2007-02-06,04:10:00
0.258,2007-02-06,04:20:00
0.356,2007-02-06,04:30:00
0.226,2007-02-06,04:40:00
0.226,2007-02-06,04:50:00
0.308,2007-02-06,05:00:00
0.482,2007-02-06,05:10:00
0.296,2007-02-06,05:20:00
0.222,2007-02-06,05:30:00
0.226,2007-02-06,05:40:00
0.326,2007-02-06,05:50:00
0.314,2007-02-06,06:00:00
0.236,2007-02-06,06:10:00
0.232,2007-02-06,06:20:00
0.392,2007-02-06,06:30:00
0.692,2007-02-06,06:40:00
1.298,2007-02-06,06:50:00
2.158,2007-02-06,07:00:00
0.696,2007-02-06,07:10:00
0.59,2007-02-06,07:20:00
0.678,2007-02-06,07:30:00
0.98,2007-02-06,07:40:00
2.31,2007-02-06,07:50:00
1.902,2007-02-06,08:00:00
2.084,2007-02-06,08:10:00
1.392,2007-02-06,08:20:00
3.596,2007-02-06,08:30:00
1.324,2007-02-06,08:40:00
0.286,2007-02-06,08:50:00
0.292,2007-02-06,09:00:00
0.462,2007-02-06,09:10:00
0.284,2007-02-06,09:20:00
0.292,2007-02-06,09:30:00
0.37,2007-02-06,09:40:00
2.604,2007-02-06,09:50:00
1.29,2007-02-06,10:00:00
0.214,2007-02-06,10:10:00
0.782,2007-02-06,10:20:00
0.91,2007-02-06,10:30:00
0.854,2007-02-06,10:40:00
0.844,2007-02-06,10:50:00
0.752,2007-02-06,11:00:00
0.864,2007-02-06,11:10:00
0.764,2007-02-06,11:20:00
0.81,2007-02-06,11:30:00
0.804,2007-02-06,11:40:00
0.592,2007-02-06,11:50:00
0.496,2007-02-06,12:00:00
0.388,2007-02-06,12:10:00
0.578,2007-02-06,12:20:00
1.44,2007-02-06,12:30:00
0.392,2007-02-06,12:40:00
0.384,2007-02-06,12:50:00
0.66,2007-02-06,13:00:00
0.562,2007-02-06,13:10:00
0.796,2007-02-06,13:20:00
0.722,2007-02-06,13:30:00
0.906,2007-02-06,13:40:00
1.18,2007-02-06,13:50:00
0.98,2007-02-06,14:00:00
0.74,2007-02-06,14:10:00
0.856,2007-02-06,14:20:00
0.904,2007-02-06,14:30:00
1.944,2007-02-06,14:40:00
1.746,2007-02-06,14:50:00
1.574,2007-02-06,15:00:00
1.664,2007-02-06,15:10:00
1.826,2007-02-06,15:20:00
1.834,2007-02-06,15:30:00
1.996,2007-02-06,15:40:00
0.902,2007-02-06,15:50:00
0.868,2007-02-06,16:00:00
0.798,2007-02-06,16:10:00
0.822,2007-02-06,16:20:00
0.846,2007-02-06,16:30:00
0.748,2007-02-06,16:40:00
0.306,2007-02-06,16:50:00
0.336,2007-02-06,17:00:00
0.298,2007-02-06,17:10:00
0.556,2007-02-06,17:20:00
0.63,2007-02-06,17:30:00
0.66,2007-02-06,17:40:00
0.648,2007-02-06,17:50:00
0.496,2007-02-06,18:00:00
1.046,2007-02-06,18:10:00
0.71,2007-02-06,18:20:00
0.528,2007-02-06,18:30:00
0.606,2007-02-06,18:40:00
0.584,2007-02-06,18:50:00
1.254,2007-02-06,19:00:00
2.146,2007-02-06,19:10:00
0.308,2007-02-06,19:20:00
0.308,2007-02-06,19:30:00
0.398,2007-02-06,19:40:00
0.306,2007-02-06,19:50:00
1.65,2007-02-06,20:00:00
1.69,2007-02-06,20:10:00
1.854,2007-02-06,20:20:00
1.51,2007-02-06,20:30:00
1.572,2007-02-06,20:40:00
1.892,2007-02-06,20:50:00
3.288,2007-02-06,21:00:00
2.884,2007-02-06,21:10:00
2.98,2007-02-06,21:20:00
2.722,2007-02-06,21:30:00
2.354,2007-02-06,21:40:00
2.054,2007-02-06,21:50:00
1.614,2007-02-06,22:00:00
1.628,2007-02-06,22:10:00
1.61,2007-02-06,22:20:00
0.326,2007-02-06,22:30:00
0.324,2007-02-06,22:40:00
0.302,2007-02-06,22:50:00
0.324,2007-02-06,23:00:00
0.242,2007-02-06,23:10:00
0.238,2007-02-06,23:20:00
0.28,2007-02-06,23:30:00
0.406,2007-02-06,23:40:00
0.226,2007-02-06,23:50:00
0.306,2007-02-07,00:00:00
0.404,2007-02-07,00:10:00
0.392,2007-02-07,00:20:00
0.292,2007-02-07,00:30:00
0.224,2007-02-07,00:40:00
0.336,2007-02-07,00:50:00
0.314,2007-02-07,01:00:00
0.238,2007-02-07,01:10:00
0.29,2007-02-07,01:20:00
0.336,2007-02-07,01:30:00
0.322,2007-02-07,01:40:00
0.224,2007-02-07,01:50:00
0.3,2007-02-07,02:00:00
0.336,2007-02-07,02:10:00
0.326,2007-02-07,02:20:00
0.228,2007-02-07,02:30:00
0.31,2007-02-07,02:40:00
0.486,2007-02-07,02:50:00
0.39,2007-02-07,03:00:00
0.224,2007-02-07,03:10:00
0.224,2007-02-07,03:20:00
0.332,2007-02-07,03:30:00
0.4,2007-02-07,03:40:00
0.228,2007-02-07,03:50:00
0.228,2007-02-07,04:00:00
0.326,2007-02-07,04:10:00
0.318,2007-02-07,04:20:00
0.296,2007-02-07,04:30:00
0.22,2007-02-07,04:40:00
0.326,2007-02-07,04:50:00
0.254,2007-02-07,05:00:00
0.22,2007-02-07,05:10:00
0.296,2007-02-07,05:20:00
0.402,2007-02-07,05:30:00
0.326,2007-02-07,05:40:00
0.304,2007-02-07,05:50:00
1.37,2007-02-07,06:00:00
1.592,2007-02-07,06:10:00
1.654,2007-02-07,06:20:00
1.6,2007-02-07,06:30:00
2.308,2007-02-07,06:40:00
2.806,2007-02-07,06:50:00
2.38,2007-02-07,07:00:00
2.272,2007-02-07,07:10:00
2.41,2007-02-07,07:20:00
3.602,2007-02-07,07:30:00
2.632,2007-02-07,07:40:00
4.416,2007-02-07,07:50:00
2.234,2007-02-07,08:00:00
3.93,2007-02-07,08:10:00
4.57,2007-02-07,08:20:00
1.476,2007-02-07,08:30:00
1.58,2007-02-07,08:40:00
1.488,2007-02-07,08:50:00
1.372,2007-02-07,09:00:00
1.354,2007-02-07,09:10:00
1.43,2007-02-07,09:20:00
3.554,2007-02-07,09:30:00
1.286,2007-02-07,09:40:00
1.274,2007-02-07,09:50:00
1.266,2007-02-07,10:00:00
1.414,2007-02-07,10:10:00
1.268,2007-02-07,10:20:00
1.288,2007-02-07,10:30:00
1.292,2007-02-07,10:40:00
1.364,2007-02-07,10:50:00
1.436,2007-02-07,11:00:00
1.418,2007-02-07,11:10:00
1.436,2007-02-07,11:20:00
1.69,2007-02-07,11:30:00
1.66,2007-02-07,11:40:00
4.008,2007-02-07,11:50:00
2.848,2007-02-07,12:00:00
2.242,2007-02-07,12:10:00
3.062,2007-02-07,12:20:00
1.728,2007-02-07,12:30:00
1.86,2007-02-07,12:40:00
1.912,2007-02-07,12:50:00
2.568,2007-02-07,13:00:00
1.534,2007-02-07,13:10:00
1.622,2007-02-07,13:20:00
1.618,2007-02-07,13:30:00
1.674,2007-02-07,13:40:00
1.642,2007-02-07,13:50:00
2.72,2007-02-07,14:00:00
1.66,2007-02-07,14:10:00
1.524,2007-02-07,14:20:00
1.616,2007-02-07,14:30:00
1.666,2007-02-07,14:40:00
1.644,2007-02-07,14:50:00
1.528,2007-02-07,15:00:00
1.582,2007-02-07,15:10:00
1.814,2007-02-07,15:20:00
2.48,2007-02-07,15:30:00
2.64,2007-02-07,15:40:00
5.176,2007-02-07,15:50:00
3.128,2007-02-07,16:00:00
2.402,2007-02-07,16:10:00
1.722,2007-02-07,16:20:00
1.73,2007-02-07,16:30:00
1.706,2007-02-07,16:40:00
0.884,2007-02-07,16:50:00
2.034,2007-02-07,17:00:00
2.572,2007-02-07,17:10:00
0.674,2007-02-07,17:20:00
0.594,2007-02-07,17:30:00
0.68,2007-02-07,17:40:00
1.086,2007-02-07,17:50:00
1.372,2007-02-07,18:00:00
1.054,2007-02-07,18:10:00
1.566,2007-02-07,18:20:00
1.894,2007-02-07,18:30:00
2.182,2007-02-07,18:40:00
1.964,2007-02-07,18:50:00
2.0,2007-02-07,19:00:00
2.402,2007-02-07,19:10:00
2.676,2007-02-07,19:20:00
2.834,2007-02-07,19:30:00
2.43,2007-02-07,19:40:00
2.386,2007-02-07,19:50:00
2.062,2007-02-07,20:00:00
1.658,2007-02-07,20:10:00
1.502,2007-02-07,20:20:00
1.354,2007-02-07,20:30:00
1.756,2007-02-07,20:40:00
1.678,2007-02-07,20:50:00
3.252,2007-02-07,21:00:00
3.69,2007-02-07,21:10:00
6.526,2007-02-07,21:20:00
2.716,2007-02-07,21:30:00
3.74,2007-02-07,21:40:00
4.278,2007-02-07,21:50:00
3.71,2007-02-07,22:00:00
5.902,2007-02-07,22:10:00
4.126,2007-02-07,22:20:00
1.668,2007-02-07,22:30:00
1.654,2007-02-07,22:40:00
1.576,2007-02-07,22:50:00
0.328,2007-02-07,23:00:00
0.474,2007-02-07,23:10:00
0.388,2007-02-07,23:20:00
2.536,2007-02-07,23:30:00
1.61,2007-02-07,23:40:00
0.334,2007-02-07,23:50:00
0.394,2007-02-08,00:00:00
0.222,2007-02-08,00:10:00
0.222,2007-02-08,00:20:00
0.332,2007-02-08,00:30:00
0.404,2007-02-08,00:40:00
0.38,2007-02-08,00:50:00
0.298,2007-02-08,01:00:00
0.334,2007-02-08,01:10:00
0.322,2007-02-08,01:20:00
0.276,2007-02-08,01:30:00
0.25,2007-02-08,01:40:00
0.33,2007-02-08,01:50:00
0.316,2007-02-08,02:00:00
0.23,2007-02-08,02:10:00
0.308,2007-02-08,02:20:00
0.338,2007-02-08,02:30:00
0.322,2007-02-08,02:40:00
0.228,2007-02-08,02:50:00
0.228,2007-02-08,03:00:00
0.414,2007-02-08,03:10:00
0.32,2007-02-08,03:20:00
0.31,2007-02-08,03:30:00
